slide_name,slide_width,slide_height,slide_mag,slide_pw
TCGA-05-4425-01Z-00-DX1,10000,4617,39.37007874015748,1007
TCGA-86-8671-01Z-00-DX1,30695,33878,39.682539682539684,1015
TCGA-62-A46V-01Z-00-DX1,80760,81794,39.72983710766786,1017
TCGA-44-2668-01Z-00-DX1,128538,42037,39.682539682539684,1015
TCGA-86-8075-01Z-00-DX1,65228,76764,39.682539682539684,1015
TCGA-05-4415-01Z-00-DX1,98304,103680,43.01075268817204,1101
TCGA-69-7979-01Z-00-DX1,69065,71466,39.682539682539684,1015
TCGA-69-7980-01Z-00-DX1,92087,86111,39.682539682539684,1015
TCGA-97-8171-01Z-00-DX1,113952,83906,40.241448692152915,1030
TCGA-05-4427-01Z-00-DX1,76288,123136,43.01075268817204,1101
TCGA-91-A4BD-01Z-00-DX1,115192,54914,40.51863857374392,1037
TCGA-NJ-A55R-01Z-00-DX1,139439,70762,39.57261574990107,1013
TCGA-86-8279-01Z-00-DX1,148683,90379,39.682539682539684,1015
TCGA-75-5146-01Z-00-DX1,19988,16353,19.980019980019982,511
TCGA-55-8512-01Z-00-DX1,48921,48738,39.682539682539684,1015
TCGA-50-5931-01Z-00-DX1,115192,87320,40.51863857374392,1037
TCGA-MP-A4TD-01Z-00-DX1,95616,73574,39.603960396039604,1013
TCGA-55-6985-01Z-00-DX1,30695,29824,39.682539682539684,1015
TCGA-35-3615-01Z-00-DX1,133335,62615,39.682539682539684,1015
TCGA-50-6673-01Z-00-DX1,108394,83707,39.682539682539684,1015
TCGA-44-6777-01Z-00-DX1,125661,68384,39.682539682539684,1015
TCGA-55-8096-01Z-00-DX1,40288,27872,39.682539682539684,1015
TCGA-55-1596-01Z-00-DX1,146764,70586,39.682539682539684,1015
TCGA-44-7670-01Z-00-DX1,153479,40972,39.682539682539684,1015
TCGA-49-6744-01Z-00-DX2,100720,69198,39.682539682539684,1015
TCGA-64-1678-01Z-00-DX1,45815,43764,39.57261574990107,1013
TCGA-49-4488-01Z-00-DX6,97843,56488,39.682539682539684,1015
TCGA-78-8660-01Z-00-DX1,110432,92814,40.71661237785016,1042
TCGA-49-4514-01Z-00-DX4,102639,76566,39.682539682539684,1015
TCGA-69-7763-01Z-00-DX1,98802,60560,39.682539682539684,1015
TCGA-71-6725-01Z-00-DX1,76739,84215,39.682539682539684,1015
TCGA-95-A4VN-01Z-00-DX1,103168,86016,44.150110375275936,1130
TCGA-69-7978-01Z-00-DX1,124701,73445,39.682539682539684,1015
TCGA-75-7027-01Z-00-DX1,25985,28238,19.980019980019982,511
TCGA-49-6745-01Z-00-DX1,176501,84777,39.682539682539684,1015
TCGA-55-6543-01Z-00-DX1,68106,59291,39.682539682539684,1015
TCGA-44-7662-01Z-00-DX1,68106,21254,39.682539682539684,1015
TCGA-67-3773-01Z-00-DX1,137447,36677,39.57261574990107,1013
TCGA-55-A490-01Z-00-DX1,70984,69203,39.682539682539684,1015
TCGA-86-8669-01Z-00-DX1,104557,64154,39.682539682539684,1015
TCGA-44-2666-01Z-00-DX1,106476,84453,39.682539682539684,1015
TCGA-73-4675-01Z-00-DX1,104557,65679,39.682539682539684,1015
TCGA-49-4488-01Z-00-DX1,109354,72052,39.682539682539684,1015
TCGA-93-A4JO-01Z-00-DX1,79679,65918,39.57261574990107,1013
TCGA-38-4628-01Z-00-DX1,98802,84395,39.682539682539684,1015
TCGA-95-7043-01Z-00-DX1,103168,52224,44.150110375275936,1130
TCGA-50-5066-02Z-00-DX1,121512,82794,39.603960396039604,1013
TCGA-86-8056-01Z-00-DX1,57554,48555,39.682539682539684,1015
TCGA-49-6745-01Z-00-DX5,148683,76686,39.682539682539684,1015
TCGA-50-6597-01Z-00-DX1,76739,62407,39.682539682539684,1015
TCGA-05-4430-01Z-00-DX1,72192,65792,43.01075268817204,1101
TCGA-95-A4VK-01Z-00-DX1,115072,80640,44.150110375275936,1130
TCGA-49-4510-01Z-00-DX2,106476,65948,39.682539682539684,1015
TCGA-4B-A93V-01Z-00-DX1,87647,74788,39.57261574990107,1013
TCGA-L9-A443-01Z-00-DX1,111384,95462,40.71661237785016,1042
TCGA-49-6745-01Z-00-DX2,144846,82240,39.682539682539684,1015
TCGA-97-8177-01Z-00-DX1,118740,92802,40.241448692152915,1030
TCGA-97-8179-01Z-00-DX1,173263,67948,40.32258064516129,1032
TCGA-55-A4DF-01Z-00-DX1,55636,58428,39.682539682539684,1015
TCGA-MP-A4T6-01Z-00-DX1,105576,83724,39.603960396039604,1013
TCGA-97-7547-01Z-00-DX1,93046,70908,39.682539682539684,1015
TCGA-55-6987-01Z-00-DX1,28777,24731,39.682539682539684,1015
TCGA-55-6983-01Z-00-DX1,44125,49201,39.682539682539684,1015
TCGA-35-5375-01Z-00-DX1,59473,53895,39.682539682539684,1015
TCGA-55-7815-01Z-00-DX1,52758,47495,39.682539682539684,1015
TCGA-05-4250-01Z-00-DX1,68608,37632,43.01075268817204,1101
TCGA-55-8506-01Z-00-DX1,38369,39012,39.682539682539684,1015
TCGA-44-A47A-01Z-00-DX1,142098,55667,39.920159680638726,1021
TCGA-86-8358-01Z-00-DX1,70984,55512,39.682539682539684,1015
TCGA-55-8614-01Z-00-DX1,49880,41640,39.682539682539684,1015
TCGA-78-8655-01Z-00-DX1,113288,86218,40.71661237785016,1042
TCGA-49-4490-01Z-00-DX4,113191,75639,39.682539682539684,1015
TCGA-86-6851-01Z-00-DX1,61391,44777,39.682539682539684,1015
TCGA-78-7150-01Z-00-DX1,109354,84225,39.682539682539684,1015
TCGA-49-4501-01Z-00-DX2,175542,76912,39.682539682539684,1015
TCGA-93-8067-01Z-00-DX1,103598,86210,39.682539682539684,1015
TCGA-78-7155-01Z-00-DX1,73861,74548,39.682539682539684,1015
TCGA-55-7995-01Z-00-DX1,92087,53404,39.682539682539684,1015
TCGA-95-7947-01Z-00-DX1,123008,80384,44.150110375275936,1130
TCGA-55-A48X-01Z-00-DX1,30695,21707,39.682539682539684,1015
TCGA-55-A492-01Z-00-DX1,79617,66740,39.682539682539684,1015
TCGA-05-4417-01Z-00-DX1,66560,54016,43.01075268817204,1101
TCGA-49-6742-01Z-00-DX1,161153,84903,39.682539682539684,1015
TCGA-44-2661-01Z-00-DX1,156357,46070,39.682539682539684,1015
TCGA-55-6969-01Z-00-DX1,69065,53216,39.682539682539684,1015
TCGA-05-5429-01Z-00-DX1,10000,6536,39.37007874015748,1007
TCGA-49-6744-01Z-00-DX4,100720,83902,39.682539682539684,1015
TCGA-55-6984-01Z-00-DX1,95924,62563,39.682539682539684,1015
TCGA-55-7573-01Z-00-DX1,45084,36024,39.682539682539684,1015
TCGA-69-7760-01Z-00-DX1,73861,70745,39.682539682539684,1015
TCGA-NJ-A4YP-01Z-00-DX1,99599,77786,39.57261574990107,1013
TCGA-55-A48Y-01Z-00-DX1,40288,26860,39.682539682539684,1015
TCGA-78-7153-01Z-00-DX1,97843,84131,39.682539682539684,1015
TCGA-49-4494-01Z-00-DX3,129498,72221,39.682539682539684,1015
TCGA-44-5644-01Z-00-DX1,126620,43290,39.682539682539684,1015
TCGA-49-4512-01Z-00-DX4,107435,68741,39.682539682539684,1015
TCGA-50-5044-01Z-00-DX1,155376,81413,39.603960396039604,1013
TCGA-05-4249-01Z-00-DX1,68608,35072,43.01075268817204,1101
TCGA-80-5607-01Z-00-DX1,31982,29650,19.980019980019982,511
TCGA-55-6970-01Z-00-DX1,70984,80104,39.682539682539684,1015
TCGA-78-8662-01Z-00-DX1,123760,76178,40.71661237785016,1042
TCGA-49-4505-01Z-00-DX2,125661,83345,39.682539682539684,1015
TCGA-80-5611-01Z-00-DX1,75957,34916,19.980019980019982,511
TCGA-49-4505-01Z-00-DX1,96883,78802,39.682539682539684,1015
TCGA-49-AAQV-01Z-00-DX1,105576,82278,39.603960396039604,1013
TCGA-49-6743-01Z-00-DX2,142927,84505,39.682539682539684,1015
TCGA-MN-A4N4-01Z-00-DX1,119519,90765,39.57261574990107,1013
TCGA-64-1681-01Z-00-DX1,52758,38117,39.682539682539684,1015
TCGA-62-A470-01Z-00-DX1,90375,91368,39.72983710766786,1017
TCGA-55-8510-01Z-00-DX1,29736,51620,39.682539682539684,1015
TCGA-38-7271-01Z-00-DX1,135253,44625,39.682539682539684,1015
TCGA-44-2664-01Z-00-DX1,99761,74007,39.682539682539684,1015
TCGA-44-6774-01Z-00-DX1,91128,33869,39.682539682539684,1015
TCGA-55-7907-01Z-00-DX1,61391,45795,39.682539682539684,1015
TCGA-55-7570-01Z-00-DX1,67147,51168,39.682539682539684,1015
TCGA-MP-A5C7-01Z-00-DX1,93624,59422,39.603960396039604,1013
TCGA-55-7227-01Z-00-DX1,60432,40714,39.682539682539684,1015
TCGA-78-7152-01Z-00-DX1,114150,84520,39.682539682539684,1015
TCGA-93-7348-01Z-00-DX1,131416,66660,39.682539682539684,1015
TCGA-55-8205-01Z-00-DX1,66187,39496,39.682539682539684,1015
TCGA-55-6712-01Z-00-DX1,28777,31582,39.682539682539684,1015
TCGA-95-8039-01Z-00-DX1,31655,23235,39.682539682539684,1015
TCGA-75-5126-01Z-00-DX1,73958,25919,19.980019980019982,511
TCGA-62-A46P-01Z-00-DX1,91336,86850,39.72983710766786,1017
TCGA-44-2659-01Z-00-DX1,24940,70595,39.682539682539684,1015
TCGA-55-7281-01Z-00-DX1,44125,27646,39.682539682539684,1015
TCGA-86-8672-01Z-00-DX1,78658,82199,39.682539682539684,1015
TCGA-55-A57B-01Z-00-DX1,38369,34955,39.682539682539684,1015
TCGA-49-4510-01Z-00-DX1,123742,62028,39.682539682539684,1015
TCGA-67-6217-01Z-00-DX1,130457,52198,39.682539682539684,1015
TCGA-69-7973-01Z-00-DX1,89209,45267,39.682539682539684,1015
TCGA-50-5068-01Z-00-DX2,169320,92215,39.603960396039604,1013
TCGA-62-A46S-01Z-00-DX1,83645,68687,39.72983710766786,1017
TCGA-78-7220-01Z-00-DX1,105517,81409,39.682539682539684,1015
TCGA-78-7148-01Z-00-DX1,117028,84539,39.682539682539684,1015
TCGA-44-7667-01Z-00-DX1,136212,60358,39.682539682539684,1015
TCGA-49-4514-01Z-00-DX2,92087,76478,39.682539682539684,1015
TCGA-49-4494-01Z-00-DX7,115109,77425,39.682539682539684,1015
TCGA-55-6980-01Z-00-DX1,99761,66140,39.682539682539684,1015
TCGA-78-7149-01Z-00-DX1,105517,77599,39.682539682539684,1015
TCGA-95-A4VP-01Z-00-DX1,123008,107008,44.150110375275936,1130
TCGA-78-7535-01Z-00-DX1,112231,79935,39.682539682539684,1015
TCGA-73-4662-01Z-00-DX1,95924,81323,39.682539682539684,1015
TCGA-49-4514-01Z-00-DX1,88250,75942,39.682539682539684,1015
TCGA-55-1594-01Z-00-DX1,97843,62829,39.682539682539684,1015
TCGA-49-4501-01Z-00-DX1,94006,84353,39.682539682539684,1015
TCGA-64-1676-01Z-00-DX1,55775,43910,39.57261574990107,1013
TCGA-55-7726-01Z-00-DX1,33573,31110,39.682539682539684,1015
TCGA-49-AARO-01Z-00-DX1,75696,77232,39.603960396039604,1013
TCGA-73-7499-01Z-00-DX1,72902,73526,39.682539682539684,1015
TCGA-NJ-A4YF-01Z-00-DX1,191231,86398,39.57261574990107,1013
TCGA-49-AARR-01Z-00-DX1,57768,59187,39.603960396039604,1013
TCGA-49-4490-01Z-00-DX6,162112,83650,39.682539682539684,1015
TCGA-49-4505-01Z-00-DX3,115109,79453,39.682539682539684,1015
TCGA-50-5066-01Z-00-DX1,127579,76771,39.682539682539684,1015
TCGA-05-5423-01Z-00-DX1,10000,8021,39.37007874015748,1007
TCGA-86-8280-01Z-00-DX1,148683,87850,39.682539682539684,1015
TCGA-50-5942-01Z-00-DX1,100720,74265,39.682539682539684,1015
TCGA-44-7672-01Z-00-DX1,87291,44236,39.682539682539684,1015
TCGA-49-4494-01Z-00-DX1,119905,84057,39.682539682539684,1015
TCGA-44-7661-01Z-00-DX1,24940,66035,39.682539682539684,1015
TCGA-44-6146-01Z-00-DX1,106476,39323,39.682539682539684,1015
TCGA-49-AAR3-01Z-00-DX1,77688,47010,39.603960396039604,1013
TCGA-75-5125-01Z-00-DX1,21987,30632,19.980019980019982,511
TCGA-05-5428-01Z-00-DX1,10000,6191,39.37007874015748,1007
TCGA-49-6742-01Z-00-DX4,161153,83895,39.682539682539684,1015
TCGA-L9-A5IP-01Z-00-DX1,65688,69355,40.71661237785016,1042
TCGA-97-A4M0-01Z-00-DX1,109165,75006,40.241448692152915,1030
